CustomerKey;GeographyKey;FullName;Age;MaritalStatus;Gender;YearlyIncome;IncomeCat;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwner;NumberCarsOwned;YearsSinceFirstPurchase;CloseToStore
16977;316;Noah B. Adams;49;Single;Male;60000;Average;0;0;Graduate Degree;Professional;Yes;0;1;Yes
16978;642;Jeremy Rivera;50;Married;Male;60000;Average;0;0;Graduate Degree;Professional;Yes;0;1;Yes
16979;336;Kaitlyn J. Rogers;49;Single;Female;70000;High;4;0;Graduate Degree;Professional;Yes;0;1;Yes
16980;642;Jill Moore;50;Married;Female;70000;High;4;0;Graduate Degree;Professional;Yes;0;1;Yes
16981;542;Hunter Simmons;46;Married;Male;70000;High;5;0;Graduate Degree;Professional;Yes;0;1;Yes
16982;300;Jillian Lopez;41;Married;Female;70000;High;5;5;Graduate Degree;Professional;Yes;2;1;Yes
16983;385;Gabriel L. Collins;47;Married;Male;80000;High;3;0;Graduate Degree;Professional;Yes;0;1;Yes
16984;311;Rodney I. Moreno;45;Single;Male;40000;Average;0;0;Bachelors;Professional;Yes;1;1;Yes
16985;546;Adam Li;45;Single;Male;80000;High;3;3;Bachelors;Skilled Manual;Yes;1;1;Yes
16986;545;Sara A. Adams;51;Single;Female;80000;High;3;3;Bachelors;Skilled Manual;Yes;1;1;Yes
16987;60;Miguel D. Clark;51;Single;Male;80000;High;3;3;Bachelors;Skilled Manual;Yes;2;1;Yes
16988;348;Brian R. Bailey;45;Single;Male;80000;High;3;3;Bachelors;Skilled Manual;No;2;1;Yes
16989;616;Emma Richardson;45;Single;Female;80000;High;3;3;Bachelors;Skilled Manual;Yes;2;1;Yes
16990;359;Zachary Griffin;50;Married;Male;60000;Average;0;0;Graduate Degree;Professional;Yes;0;1;Yes
16991;614;Brianna C. Henderson;51;Single;Female;60000;Average;4;4;Bachelors;Skilled Manual;Yes;2;1;Yes
16992;307;Lucas Watson;40;Single;Male;60000;Average;4;4;Bachelors;Skilled Manual;Yes;2;1;Yes
16993;536;Russell A. Rai;46;Married;Male;60000;Average;4;4;Bachelors;Skilled Manual;Yes;3;1;Yes
16994;311;Deanna E. Torres;52;Single;Female;60000;Average;5;5;Bachelors;Skilled Manual;Yes;1;1;Yes
16995;63;Taylor J. Hall;51;Single;Female;60000;Average;5;5;Bachelors;Skilled Manual;Yes;3;1;Yes
16996;62;Destiny M. Walker;51;Single;Female;60000;Average;5;5;Bachelors;Skilled Manual;Yes;3;1;Yes
16997;369;Natalie Allen;52;Single;Female;60000;Average;4;2;Bachelors;Skilled Manual;No;2;1;Yes
16998;611;Jennifer D. Lopez;46;Single;Female;60000;Average;4;2;Bachelors;Skilled Manual;No;2;1;Yes
16999;383;Chloe M. Kelly;46;Single;Female;60000;Average;4;2;Bachelors;Skilled Manual;No;2;1;Yes
17000;307;Miranda M. Henderson;53;Single;Female;70000;High;4;2;Bachelors;Skilled Manual;Yes;2;1;Yes
17001;638;Ashley F. Moore;52;Single;Female;70000;High;4;2;Bachelors;Skilled Manual;No;2;1;Yes
17002;546;Dylan Martin;47;Single;Male;70000;High;4;2;Bachelors;Professional;Yes;2;1;Yes
17003;299;Joanna M. Dominguez;52;Single;Female;70000;High;4;2;Bachelors;Professional;No;2;1;Yes
17004;300;Krista L. Torres;42;Single;Female;70000;High;4;2;Bachelors;Professional;Yes;2;1;Yes
17005;307;Priscilla R. Anand;53;Single;Female;70000;High;4;2;Bachelors;Professional;Yes;2;1;Yes
17006;553;Hunter J. Williams;53;Married;Male;70000;High;4;2;Bachelors;Professional;Yes;2;1;Yes
17007;314;Samuel Hayes;48;Single;Male;70000;High;0;0;Bachelors;Professional;No;1;1;Yes
17008;343;Connor Turner;48;Single;Male;70000;High;0;0;Bachelors;Professional;No;1;1;Yes
17009;343;Wyatt Butler;47;Single;Male;70000;High;0;0;Bachelors;Professional;Yes;1;1;Yes
17010;361;Brianna James;48;Single;Female;70000;High;0;0;Bachelors;Professional;Yes;1;1;Yes
17011;372;Sara K. Hill;42;Married;Female;60000;Average;2;2;Graduate Degree;Professional;Yes;0;1;Yes
17012;334;Joan Collins;52;Married;Female;60000;Average;3;2;Graduate Degree;Professional;Yes;0;1;Yes
17013;548;Gabriella L. Mitchell;54;Single;Female;70000;High;1;0;Bachelors;Professional;No;1;1;Yes
17014;368;Michael Harris;48;Single;Male;70000;High;1;0;Bachelors;Professional;Yes;1;1;Yes
17015;642;Kelly Patterson;54;Single;Female;70000;High;1;0;Bachelors;Professional;Yes;1;1;Yes
17016;360;Hailey R. Hughes;53;Single;Female;70000;High;1;0;Bachelors;Professional;No;1;1;Yes
17017;633;Jeremiah Jones;54;Married;Male;70000;High;1;0;Partial College;Skilled Manual;Yes;1;1;Yes
17018;575;Mandy Guo;49;Married;Female;40000;Average;4;3;High School;Skilled Manual;Yes;3;1;Yes
17019;536;Andrea C. Hall;44;Married;Female;40000;Average;4;3;High School;Skilled Manual;Yes;4;1;Yes
17020;614;Ashley J. Bryant;54;Married;Female;40000;Average;4;2;High School;Skilled Manual;Yes;2;1;Yes
17021;331;Nicole Reed;54;Married;Female;60000;Average;1;0;Partial College;Skilled Manual;Yes;1;1;Yes
17022;361;Karen Morgan;49;Married;Female;60000;Average;1;0;Partial College;Skilled Manual;Yes;1;1;Yes
17023;69;Jeremiah B. Harris;50;Married;Male;60000;Average;1;0;Partial College;Skilled Manual;Yes;1;1;Yes
17024;335;Jacqueline C. Diaz;55;Married;Female;60000;Average;1;0;Partial College;Skilled Manual;Yes;1;1;Yes
17025;50;Ryan Taylor;49;Single;Male;50000;Average;0;0;Partial College;Skilled Manual;No;1;1;Yes
17026;60;Jordan Li;48;Single;Male;50000;Average;0;0;Partial College;Skilled Manual;No;1;1;Yes
17027;71;Brianna Taylor;49;Single;Female;50000;Average;0;0;Partial College;Skilled Manual;No;1;1;Yes
17028;635;Grace A. Richardson;44;Married;Female;60000;Average;1;0;Partial College;Skilled Manual;Yes;1;1;Yes
17029;301;Suzanne E. Xu;44;Married;Female;60000;Average;1;0;Partial College;Skilled Manual;Yes;1;1;Yes
17030;338;Emily Russell;51;Married;Female;60000;Average;1;0;Partial College;Skilled Manual;Yes;1;1;Yes
17031;322;Grace L. Thomas;56;Married;Female;60000;Average;5;4;Bachelors;Professional;Yes;1;1;Yes
17032;301;Alexandria Flores;56;Married;Female;60000;Average;5;4;Bachelors;Professional;Yes;1;1;Yes
17033;307;Carson Long;51;Single;Male;60000;Average;5;4;Bachelors;Professional;Yes;1;1;Yes
17034;53;Lauren Clark;57;Single;Female;60000;Average;4;3;Bachelors;Professional;Yes;0;1;Yes
17035;648;Jordan Flores;56;Married;Male;60000;Average;4;3;Bachelors;Professional;Yes;1;1;Yes
17036;49;Savannah J. Perez;51;Married;Female;70000;High;5;5;Graduate Degree;Professional;No;3;1;No
17037;49;Kenneth W. Nath;56;Married;Male;80000;High;4;0;Graduate Degree;Professional;Yes;0;1;Yes
17038;312;Ernest Wang;57;Single;Male;80000;High;4;0;Graduate Degree;Professional;Yes;0;1;Yes
17039;337;Ariana Watson;58;Married;Female;60000;Average;1;0;Bachelors;Professional;Yes;1;1;Yes
17040;616;Adam Henderson;52;Married;Male;60000;Average;1;0;Bachelors;Professional;Yes;1;1;Yes
17041;631;Connor Perry;58;Married;Male;60000;Average;1;0;Bachelors;Professional;Yes;1;1;Yes
17042;642;Tyler L. Jackson;46;Married;Male;60000;Average;1;0;Bachelors;Professional;Yes;1;1;Yes
17043;627;Isabella K. Bennett;47;Married;Female;60000;Average;1;0;Bachelors;Professional;Yes;1;1;Yes
17044;635;Ana Hayes;57;Married;Female;80000;High;5;4;Graduate Degree;Management;Yes;0;1;Yes
17045;35;Derek Goel;41;Single;Male;90000;High;1;0;Graduate Degree;Management;Yes;0;3;Yes
17046;10;Preston D. Sai;46;Married;Male;90000;High;1;0;Graduate Degree;Management;Yes;0;3;Yes
17047;21;Kendra Rubio;41;Married;Female;90000;High;1;0;Graduate Degree;Management;Yes;0;3;Yes
17048;3;Natasha Gutierrez;35;Single;Female;90000;High;1;0;Graduate Degree;Management;Yes;0;3;Yes
17049;4;Krystal Lu;47;Married;Female;100000;Very High;1;0;Graduate Degree;Management;No;0;3;Yes
17050;38;Cristina C. Xie;45;Married;Female;80000;High;4;4;Graduate Degree;Management;Yes;1;3;Yes
17051;20;Jessie J. Ortega;48;Married;Female;60000;Average;2;2;Bachelors;Professional;Yes;1;3;Yes
17052;3;Rafael J. Nara;42;Married;Male;70000;High;5;5;Bachelors;Professional;Yes;3;1;No
17053;38;Deanna H. Raman;47;Married;Female;70000;High;5;5;Bachelors;Professional;Yes;3;1;No
17054;10;Shawn Raje;43;Married;Male;70000;High;5;5;Bachelors;Professional;Yes;3;1;No
17055;3;Willie She;35;Single;Male;110000;Very High;1;0;Graduate Degree;Management;Yes;1;3;Yes
17056;6;Shaun H. Lal;46;Single;Male;110000;Very High;1;0;Graduate Degree;Management;Yes;1;3;Yes
17057;7;Tasha T. Raji;46;Married;Female;110000;Very High;1;0;Graduate Degree;Management;Yes;1;1;Yes
17058;25;Destiny Lee;48;Married;Female;70000;High;5;5;Bachelors;Professional;Yes;4;1;No
17059;13;Louis J. Chen;43;Married;Male;70000;High;5;5;Bachelors;Professional;Yes;4;1;No
17060;20;Gerald J. Sanz;49;Married;Male;80000;High;5;5;Graduate Degree;Management;Yes;2;1;Yes
17061;15;Brandi Alonso;43;Married;Female;80000;High;5;5;Graduate Degree;Management;Yes;3;1;Yes
17062;4;Christy Lu;48;Married;Female;80000;High;5;5;Graduate Degree;Management;Yes;3;1;Yes
17063;15;Jaclyn M. Wang;50;Married;Female;80000;High;5;5;Bachelors;Professional;Yes;4;1;Yes
17064;13;Stephanie Gray;44;Married;Female;90000;High;0;0;Bachelors;Professional;Yes;0;3;Yes
17065;23;Cedric R. Chen;39;Married;Male;100000;Very High;0;0;Graduate Degree;Management;Yes;0;3;Yes
17066;26;Lori Serrano;51;Married;Female;60000;Average;3;3;Bachelors;Professional;Yes;1;1;Yes
17067;39;Adrienne L. Alvarez;45;Single;Female;60000;Average;3;3;Bachelors;Professional;Yes;1;1;Yes
17068;25;Thomas Smith;47;Single;Male;70000;High;0;0;Bachelors;Professional;No;1;1;Yes
17069;13;Christy Zheng;42;Single;Female;70000;High;0;0;Bachelors;Professional;No;1;3;Yes
17070;18;Margaret H. Huang;42;Married;Female;80000;High;5;5;Bachelors;Professional;Yes;4;1;Yes
17071;12;Tammy K. Raji;51;Single;Female;70000;High;0;0;Bachelors;Professional;Yes;1;3;Yes
17072;6;Kaitlin M. Kapoor;52;Married;Female;60000;Average;3;3;Bachelors;Professional;Yes;2;1;Yes
17073;31;Jonathon N. Carlson;52;Married;Male;60000;Average;3;3;Bachelors;Professional;Yes;2;1;Yes
17074;37;Ruben M. Malhotra;52;Married;Male;60000;Average;4;4;Bachelors;Professional;Yes;2;1;Yes
17075;2;Aimee Guo;51;Married;Female;60000;Average;4;4;Bachelors;Professional;Yes;3;1;No
17076;33;Neil L. Serrano;47;Married;Male;60000;Average;5;5;Bachelors;Professional;Yes;3;1;Yes
17077;5;Ronald M. Raman;53;Single;Male;60000;Average;3;2;Bachelors;Professional;No;2;1;Yes
17078;3;Jenny J. Zhu;52;Single;Female;70000;High;0;0;Bachelors;Professional;No;1;1;Yes
17079;39;Tracy K. Rai;53;Single;Female;70000;High;0;0;Bachelors;Professional;No;1;3;Yes
17080;209;Katelyn W. Peterson;37;Single;Female;30000;Very High;0;0;Partial College;Clerical;Yes;1;2;Yes
17081;187;Jennifer J. Murphy;36;Single;Female;30000;Very High;0;0;Partial College;Clerical;No;1;1;Yes
17082;147;Morgan W. Smith;42;Single;Female;30000;Very High;0;0;Partial College;Clerical;No;1;2;Yes
17083;151;Priscilla N. Raje;36;Single;Female;30000;Very High;0;0;Partial College;Clerical;Yes;1;1;Yes
17084;187;Byron G. Serrano;35;Single;Male;20000;Low;0;0;Partial High School;Manual;No;2;1;Yes
17085;269;Edwin A. Deng;42;Married;Male;40000;Average;1;1;Bachelors;Skilled Manual;Yes;0;2;Yes
17086;155;Xavier Anderson;42;Single;Male;30000;Very High;0;0;High School;Manual;No;1;2;Yes
17087;244;Jésus Dominguez;44;Married;Male;10000;Low;0;0;Partial High School;Manual;No;2;1;Yes
17088;204;Wayne V. Yuan;43;Single;Male;10000;Low;0;0;Partial High School;Manual;Yes;2;1;Yes
17089;147;Crystal C. Zhu;43;Married;Female;10000;Low;0;0;Partial High School;Manual;No;2;1;Yes
17090;154;Leslie Alvarez;43;Single;Female;10000;Low;0;0;Partial High School;Manual;No;2;1;Yes
17091;130;Tammy L. Patel;44;Married;Female;10000;Low;0;0;Partial High School;Manual;No;2;1;Yes
17092;153;Devon Beck;42;Married;Male;40000;Average;1;1;Bachelors;Skilled Manual;Yes;0;1;Yes
17093;160;Seth Sanchez;42;Married;Male;40000;Average;1;1;Bachelors;Skilled Manual;Yes;1;2;Yes
17094;248;Julio E. Dominguez;42;Single;Male;50000;Average;0;0;Graduate Degree;Skilled Manual;Yes;0;2;Yes
17095;209;Logan D. Garcia;44;Single;Male;20000;Low;0;0;Partial High School;Manual;No;2;2;Yes
17096;120;Samantha S. Bennett;43;Married;Female;20000;Low;0;0;Partial High School;Manual;No;2;2;Yes
17097;273;Deanna D. Kapoor;44;Single;Female;30000;Very High;0;0;High School;Manual;No;1;2;Yes
17098;275;Willie Shan;44;Single;Male;30000;Very High;0;0;High School;Manual;No;1;2;Yes
17099;218;Joel A. Fernandez;43;Single;Male;30000;Very High;0;0;High School;Manual;No;1;2;Yes
17100;151;Vincent M. Wang;44;Single;Male;30000;Very High;0;0;High School;Manual;Yes;1;1;Yes
17101;254;Shannon L. Gutierrez;43;Single;Male;30000;Very High;0;0;High School;Manual;Yes;1;1;Yes
17102;178;Andres B. Goel;43;Single;Male;30000;Very High;0;0;High School;Manual;Yes;1;1;Yes
17103;141;Franklin D. Xu;43;Married;Male;40000;Average;1;1;Partial College;Clerical;Yes;1;2;Yes
17104;159;Clifford Rodriguez;38;Single;Male;40000;Average;2;2;Partial College;Clerical;Yes;0;1;Yes
17105;267;Madison Walker;44;Single;Female;10000;Low;0;0;Partial High School;Manual;No;2;1;Yes
17106;222;Gina Jiménez;45;Single;Female;10000;Low;0;0;Partial High School;Manual;No;2;1;Yes
17107;162;Priscilla L. Yuan;45;Single;Female;20000;Low;0;0;Partial High School;Manual;No;2;2;Yes
17108;213;Susan Xu;44;Single;Female;20000;Low;0;0;Partial High School;Manual;No;2;1;Yes
17109;209;Sydney L. Wilson;45;Single;Female;30000;Very High;0;0;High School;Manual;No;1;2;Yes
17110;264;Meredith Garcia;44;Single;Female;30000;Very High;0;0;High School;Manual;Yes;1;1;Yes
17111;126;Jenny B. Chande;46;Married;Female;40000;Average;2;2;Partial College;Clerical;No;0;1;Yes
17112;238;Janet P. Jimenez;45;Married;Female;40000;Average;2;2;Partial College;Clerical;No;0;1;Yes
17113;172;Clarence Pal;45;Single;Male;40000;Average;2;2;Partial College;Clerical;Yes;1;1;Yes
17114;178;Jarrod S. Mehta;39;Single;Male;40000;Average;2;2;Partial College;Clerical;Yes;1;2;Yes
17115;237;Karen E. Xu;45;Married;Female;40000;Average;2;2;Partial College;Clerical;No;2;2;Yes
17116;49;Alison J. Nath;36;Single;Female;40000;Average;3;3;Partial College;Clerical;Yes;2;1;Yes
17117;310;Lydia Prasad;42;Married;Female;40000;Average;3;3;Partial College;Clerical;No;2;1;Yes
17118;611;Sara Blue;41;Single;Female;30000;Very High;0;0;Graduate Degree;Skilled Manual;Yes;0;1;Yes
17119;63;Isabella Harris;41;Single;Female;40000;Average;4;4;Partial College;Clerical;Yes;1;1;Yes
17120;515;Michele E. Raje;50;Single;Female;60000;Average;0;0;Graduate Degree;Skilled Manual;Yes;0;1;Yes
17121;637;Lucas Bryant;44;Single;Male;60000;Average;0;0;Graduate Degree;Skilled Manual;Yes;0;1;Yes
17122;298;Gabrielle Gonzalez;50;Single;Female;60000;Average;0;0;Graduate Degree;Skilled Manual;Yes;0;1;Yes
17123;310;Pedro Romero;62;Married;Male;30000;Very High;1;0;Bachelors;Skilled Manual;Yes;1;1;Yes
17124;612;Kaitlin Madan;62;Married;Female;30000;Very High;1;0;Bachelors;Skilled Manual;Yes;1;1;Yes
17125;69;Paige H. Rogers;56;Married;Female;20000;Low;3;0;Partial High School;Manual;No;2;1;Yes
17126;64;Natalie Perry;71;Single;Female;70000;High;4;0;Bachelors;Management;No;2;1;Yes
17127;633;Makayla A. Gray;71;Single;Female;40000;Average;4;0;High School;Professional;Yes;2;1;No
17128;374;Fernando Alexander;70;Single;Male;40000;Average;4;0;High School;Professional;Yes;2;1;No
17129;312;Gabrielle F. Powell;71;Single;Female;40000;Average;4;0;High School;Professional;Yes;2;1;No
17130;343;Janet M. Turner;65;Single;Female;70000;High;4;0;Bachelors;Management;Yes;2;1;No
17131;637;Lauren E. Henderson;71;Single;Female;70000;High;4;0;Bachelors;Management;Yes;2;1;Yes
17132;642;Isabella R. James;70;Single;Female;70000;High;5;0;Bachelors;Management;Yes;2;1;No
17133;627;Lucas A. Kelly;69;Single;Male;70000;High;5;0;Bachelors;Management;Yes;3;1;No
17134;609;Tabitha I. Mehta;69;Single;Female;70000;High;5;0;Bachelors;Management;No;4;1;Yes
17135;553;Richard P. Edwards;69;Single;Male;70000;High;5;0;Bachelors;Management;Yes;4;1;No
17136;536;Glenn L. Ye;69;Single;Male;70000;High;5;0;Bachelors;Management;Yes;4;1;No
17137;618;Jason Washington;69;Single;Male;60000;Average;4;0;Bachelors;Management;Yes;2;1;No
17138;316;Melanie Jenkins;64;Single;Female;60000;Average;4;0;Bachelors;Management;Yes;2;1;No
17139;358;Jade Rivera;69;Single;Female;70000;High;2;1;Partial College;Professional;Yes;1;1;Yes
17140;634;Sean R. Peterson;69;Married;Male;70000;High;2;1;Partial College;Professional;Yes;1;1;No
17141;548;Makayla Rogers;69;Single;Female;70000;High;2;1;Partial College;Professional;Yes;1;1;Yes
17142;325;Seth Flores;69;Married;Male;60000;Average;5;0;Bachelors;Management;Yes;3;1;No
17143;59;David M. Ross;62;Married;Male;40000;Average;2;1;High School;Professional;Yes;2;1;No
17144;612;Luis Griffin;68;Married;Male;60000;Average;2;1;Partial College;Professional;Yes;1;1;No
17145;311;Sarah Bennett;57;Single;Female;60000;Average;2;1;Partial College;Professional;Yes;2;1;No
17146;325;Juan Cook;68;Single;Male;60000;Average;2;1;Bachelors;Management;Yes;0;1;No
17147;52;Jennifer Nelson;67;Single;Female;40000;Average;2;1;High School;Professional;Yes;2;1;No
17148;59;Hailey C. Henderson;66;Single;Female;40000;Average;2;1;Partial High School;Skilled Manual;Yes;2;1;No
17149;627;Steven Richardson;61;Married;Male;60000;Average;2;1;Partial College;Professional;Yes;2;1;Yes
17150;545;Wyatt R. Wright;61;Married;Male;60000;Average;2;1;Partial College;Professional;Yes;2;1;Yes
17151;633;Jasmine A. Alexander;61;Single;Female;60000;Average;2;1;Partial College;Professional;Yes;2;0;No
17152;553;Jack L. Wang;66;Single;Male;60000;Average;2;1;Partial College;Professional;Yes;2;1;No
17153;301;Devin M. Butler;67;Married;Male;60000;Average;2;1;Bachelors;Management;Yes;0;1;Yes
17154;301;Geoffrey L. Martinez;66;Married;Male;60000;Average;2;1;Bachelors;Management;Yes;0;1;Yes
17155;316;Samuel H. Lewis;67;Married;Male;60000;Average;2;1;Partial College;Professional;Yes;0;1;No
17156;347;Hailey N. Gonzales;50;Single;Female;70000;High;4;1;Partial College;Professional;Yes;2;1;No
17157;385;Wyatt Johnson;66;Married;Male;70000;High;5;1;Partial College;Professional;Yes;2;1;No
17158;609;Mitchell Nara;66;Married;Male;60000;Average;2;1;Partial College;Professional;Yes;2;1;No
17159;609;Kellie Ruiz;65;Single;Female;60000;Average;2;1;Partial College;Professional;Yes;2;1;Yes
17160;611;Louis Andersen;66;Married;Male;60000;Average;2;1;Partial College;Professional;Yes;2;1;No
17161;623;Katherine Lopez;65;Single;Female;60000;Average;2;1;Partial College;Professional;Yes;2;1;No
17162;545;Rachel Blue;66;Single;Female;60000;Average;2;1;Partial College;Professional;Yes;2;1;No
17163;299;Edward Adams;65;Married;Male;60000;Average;2;1;Partial College;Professional;Yes;1;1;Yes
17164;302;Ryan S. Clark;66;Married;Male;60000;Average;2;1;Partial College;Professional;Yes;1;1;Yes
17165;334;Isaac E. Gonzalez;65;Single;Male;70000;High;4;2;Partial College;Professional;Yes;1;1;No
17166;536;Joshua R.. Several;65;Married;Male;60000;Average;2;1;High School;Professional;Yes;2;1;Yes
17167;611;Thomas R. Jenkins;59;Married;Male;60000;Average;2;1;High School;Professional;Yes;2;1;Yes
17168;632;Jada Perez;59;Single;Female;60000;Average;2;1;High School;Professional;Yes;2;1;No
17169;302;Emily Taylor;64;Married;Female;60000;Average;2;1;Partial College;Professional;Yes;2;1;No
17170;322;Jasmine James;64;Married;Female;60000;Average;2;1;Partial College;Professional;Yes;2;1;No
17171;372;Katherine Clark;64;Single;Female;70000;High;4;2;Partial College;Professional;Yes;2;1;No
17172;335;Jesse M. Adams;64;Married;Male;70000;High;2;1;Partial High School;Skilled Manual;Yes;2;1;No
17173;299;David A. Bryant;63;Single;Male;70000;High;2;1;Partial High School;Skilled Manual;Yes;2;1;No
17174;312;Angelica M. Wood;63;Single;Female;70000;High;2;1;Partial High School;Skilled Manual;Yes;2;1;No
17175;66;Amanda Roberts;64;Single;Female;70000;High;2;1;Partial High School;Skilled Manual;Yes;3;1;No
17176;312;Isaac M. Ward;64;Single;Male;70000;High;2;1;Partial High School;Skilled Manual;Yes;3;1;No
17177;336;Richard Hayes;64;Married;Male;60000;Average;2;1;High School;Professional;Yes;2;1;No
17178;300;Trisha L. Liang;63;Married;Female;60000;Average;2;1;High School;Professional;Yes;2;1;No
17179;316;James Henderson;47;Single;Male;60000;Average;2;1;High School;Professional;Yes;2;1;No
17180;618;Timothy S. Rogers;62;Married;Male;70000;High;4;3;Partial College;Professional;Yes;1;1;Yes
17181;177;Jenny C. Lal;52;Married;Female;130000;Very High;2;3;Bachelors;Management;No;4;2;Yes
17182;279;Jessica Patterson;58;Single;Female;170000;Very High;2;3;Bachelors;Management;No;2;2;Yes
17183;129;Shane A. Sanchez;53;Married;Male;130000;Very High;2;4;Partial College;Professional;Yes;2;2;Yes
17184;174;Eddie O. Dominguez;59;Married;Male;130000;Very High;2;4;Partial College;Professional;Yes;2;2;Yes
17185;279;Karla Anand;58;Married;Female;170000;Very High;4;3;Partial College;Professional;No;3;2;Yes
17186;231;Isaac A. Evans;43;Married;Male;120000;Very High;3;4;High School;Professional;Yes;4;1;Yes
17187;183;Alejandro L. Ma;61;Single;Male;90000;High;2;1;High School;Professional;Yes;2;2;No
17188;209;Alexa Peterson;55;Married;Female;110000;Very High;3;4;Partial College;Professional;Yes;4;2;Yes
17189;126;Clarence Goel;55;Married;Male;110000;Very High;3;4;Partial College;Professional;Yes;4;1;No
17190;168;Ebony J. Rana;55;Single;Female;120000;Very High;2;4;Partial High School;Professional;Yes;4;0;No
17191;134;Gilbert H. Guo;60;Single;Male;130000;Very High;3;4;Partial College;Professional;No;3;2;Yes
17192;261;Warren L. He;55;Single;Male;160000;Very High;2;4;High School;Professional;No;3;2;Yes
17193;265;Haley S. Brooks;62;Married;Female;80000;High;4;2;Partial College;Professional;Yes;1;1;No
17194;162;Wyatt Thompson;61;Married;Male;80000;High;4;2;Partial College;Professional;Yes;1;1;No
17195;215;Franklin L. Sharma;72;Married;Male;70000;High;5;1;High School;Professional;Yes;2;2;No
17196;204;Douglas Fernandez;71;Single;Male;70000;High;5;1;High School;Professional;Yes;2;2;No
17197;127;Mindy Nara;72;Single;Female;90000;High;5;0;Partial College;Professional;Yes;2;1;No
17198;147;Cheryl Jiménez;71;Single;Female;90000;High;5;0;Partial College;Professional;No;2;2;Yes
17199;163;Dennis R. Zhou;65;Married;Male;70000;High;5;1;High School;Professional;No;3;2;Yes
17200;128;Russell She;70;Single;Male;80000;High;5;0;Partial College;Professional;No;2;1;No
17201;166;Vincent R. Yang;70;Single;Male;80000;High;5;0;Partial College;Professional;No;2;1;No
17202;241;Deanna Martinez;71;Married;Female;110000;Very High;3;4;Bachelors;Management;Yes;4;2;Yes
17203;261;Christine W. Raje;71;Married;Female;130000;Very High;4;4;Partial College;Professional;Yes;4;2;Yes
17204;262;Evelyn J. Martinez;71;Single;Female;130000;Very High;4;4;Partial College;Professional;No;4;1;Yes
17205;275;Lisa J. Wang;59;Single;Female;150000;Very High;3;4;Graduate Degree;Management;No;4;1;Yes
17206;224;Spencer Gonzales;62;Married;Male;90000;High;3;1;High School;Professional;No;2;2;Yes
17207;279;Ian V. Torres;63;Single;Male;80000;High;4;2;Partial College;Professional;Yes;1;2;No
17208;121;Jacob Miller;63;Married;Male;80000;High;4;2;Partial College;Professional;Yes;2;1;No
17209;120;Jacqueline L. James;62;Married;Female;90000;High;4;2;Partial College;Professional;No;1;2;Yes
17210;151;Karl L. Deng;45;Single;Male;130000;Very High;3;4;Partial College;Professional;No;4;0;Yes
17211;184;Virginia Rodriguez;62;Married;Female;100000;Very High;3;4;Bachelors;Management;Yes;3;1;No
17212;190;Jacqueline A. Coleman;58;Single;Female;80000;High;4;1;High School;Professional;Yes;2;1;No
17213;229;Calvin J. Goel;64;Married;Male;120000;Very High;4;5;Bachelors;Management;Yes;3;1;No
17214;251;Damien M. Liu;63;Married;Male;130000;Very High;4;5;High School;Professional;Yes;3;2;Yes
17215;147;Juan L. Bell;59;Single;Male;90000;High;4;1;High School;Professional;Yes;2;1;No
17216;189;Kathleen Ramos;66;Married;Female;90000;High;4;1;High School;Management;Yes;3;2;Yes
17217;141;Raquel T. Gill;66;Married;Female;100000;Very High;3;4;Partial College;Management;Yes;4;1;No
17218;233;Craig G. Carlson;66;Married;Male;110000;Very High;4;5;High School;Management;Yes;2;2;No
17219;215;Kelsey L. Sharma;66;Married;Female;80000;High;5;1;High School;Management;Yes;3;1;No
17220;165;Glenn R. Wang;67;Married;Male;90000;High;4;1;High School;Management;No;3;2;Yes
17221;154;Ricky M. Navarro;66;Married;Male;90000;High;4;1;High School;Management;No;3;2;Yes
17222;214;Carolyn A. Serrano;68;Married;Female;70000;High;5;1;Partial High School;Skilled Manual;Yes;3;1;No
17223;222;Francis Torres;67;Married;Male;80000;High;5;1;High School;Management;Yes;4;1;No
17224;175;Mandy L. Li;67;Married;Female;90000;High;4;1;Partial High School;Skilled Manual;Yes;4;1;No
17225;273;Lawrence C. Dominguez;68;Married;Male;160000;Very High;5;5;Partial High School;Professional;Yes;4;2;No
17226;268;Gilbert G. McDonald;68;Married;Male;130000;Very High;5;5;Partial High School;Professional;Yes;4;1;No
17227;35;Erika Gutierrez;41;Married;Female;60000;Average;0;0;Bachelors;Professional;Yes;4;1;No
17228;32;Krystal Zimmerman;40;Single;Female;60000;Average;0;0;Bachelors;Professional;No;4;1;Yes
17229;27;Maria Watson;40;Single;Female;70000;High;0;0;Bachelors;Professional;No;2;3;Yes
17230;23;Lance C. Suarez;40;Married;Male;80000;High;0;0;Bachelors;Professional;Yes;3;1;No
17231;28;Tina Garcia;42;Single;Female;70000;High;0;0;Bachelors;Professional;No;3;1;No
17232;18;Walter Jimenez;41;Married;Male;90000;High;0;0;Bachelors;Professional;Yes;2;3;No
17233;32;Michele Raman;40;Married;Female;90000;High;0;0;Bachelors;Professional;Yes;2;3;No
17234;33;Anna M. Jenkins;42;Single;Female;70000;High;0;0;Bachelors;Professional;Yes;4;1;No
17235;34;Joshua Jackson;41;Single;Male;70000;High;0;0;Bachelors;Professional;No;4;1;No
17236;15;Harold K. Chandra;41;Single;Male;70000;High;0;0;Partial High School;Professional;No;4;1;No
